In contrast , patients whose cancer was affecting squamous cells had shorter survival times if they received Alimta .	অন্যদিকে , যে-রোগীদের ক্যান্সারের কারণে স্কোমাস কোষগুলো ক্ষতিগ্রস্ত হচ্ছিল , তারা যদি আলিমতা লাভ করে , তা হলে তাদের বেঁচে থাকার সময় কম ছিল।	0-0 1-0 1-2 2-1 3-5 4-5 5-3 5-4 6-8 7-7 9-6 10-23 11-22 12-19 12-20 12-21 13-21 14-11 15-10 16-13 17-12 18-23
kalgebra is a mathematical calculator based on content markup MathML language .	কালজেব্রা হচ্ছে একটি গাণিতিক ক্যালকুলেটর যা কন্টেন্ট মার্কআপ ম্যাথএমএল ভাষার উপর ভিত্তি করে তৈরি।	0-0 1-1 2-2 3-3 4-4 5-11 5-12 6-10 7-6 8-7 8-8 9-8 10-9 11-13
Nowadays it is capable to make simple MathML operations ( arithmetic and logical ) and to representate 2D and 3D graphs .	আজকাল এটি সহজ গাণিতিক অপারেশন ( গণিত ও যৌক্তিক ) এবং দ্বিমাত্রিক ও ত্রিমাত্রিক গ্রাফ উপস্থাপন করতে সক্ষম।	0-0 1-1 2-1 3-17 4-16 5-2 6-2 7-6 8-4 9-5 10-3 11-7 11-10 12-8 13-9 14-12 15-16 17-11 18-12 19-13 20-14 20-15
It is actually not necessary to know MathML to use kalgebra .	প্রকৃতপক্ষে কালজেব্রা ব্যবহারের জন্য গণিতএমএল জানার প্রয়োজন নেই।	0-1 1-1 2-0 5-3 6-5 7-4 8-5 9-2 9-6 10-1 11-7
kalgebra is a MathML based graph calculator .	কালজেব্রা একটি গণিতভিত্তিক গ্রাফ ক্যালকুলেটর।	0-0 1-0 2-1 3-0 3-2 4-2 5-3 6-4 7-4
Although it was initially MathML oriented it can now be used by everyone with little mathematical knowledge .	যদিও এটি প্রাথমিকভাবে গণিত ভিত্তিক ছিল , তবে এখন অল্প গাণিতিক জ্ঞান সম্পন্ন সকলেই এটি ব্যবহার করতে পারে।	0-0 1-1 2-5 3-2 4-3 5-4 6-7 7-16 8-8 10-15 11-12 12-13 13-12 14-9 15-10 16-11 17-17
Here 's a screenshot of kalgebra main window	এখানে কালজেব্রা প্রধান উইন্ডোর একটি স্ক্রিনশট রয়েছে	0-0 1-0 2-4 3-5 5-1 6-2 7-3
kalgebra main window	প্রধান উইন্ডো	0-0 1-0 2-1
kalgebra main window consists in a Console tab , a 2D Graph tab , a 3D Graph tab and a Dictionary tab .	কালজেব্রা প্রধান উইন্ডো একটি কনসোল ট্যাব , একটি দ্বিমাত্রিক গ্রাফ ট্যাব , একটি ত্রিমাত্রিক গ্রাফ ট্যাব এবং একটি অভিধান ট্যাব নিয়ে গঠিত।	0-0 1-1 2-2 3-21 5-3 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 21-20 22-21
Below these tabs you will find an input field to type your functions or do your calculations .	এই ট্যাবগুলির নিচে আপনি আপনার ফাংশন টাইপ করার জন্য অথবা আপনার গণনা করার জন্য একটি ইনপুট ক্ষেত্র খুঁজে পাবেন।	0-2 1-0 2-1 3-3 4-18 5-17 6-14 7-15 8-16 9-7 9-8 9-12 9-13 10-6 11-4 11-10 12-5 13-9 15-10 16-11 17-18
If we want to understand how it works , the best thing we can do is to realize that our input is being converted into MathML although it is not necessary to know MathML .	আমরা যদি বুঝতে চাই এটা কিভাবে কাজ করে , তাহলে সবচেয়ে ভালো যে কাজটা আমরা করতে পারি তা হল এটা উপলব্ধি করা যে আমাদের ইনপুট গণিতএমএলে রূপান্তরিত হচ্ছে যদিও এটা জানার দরকার নেই।	0-1 1-0 2-3 3-3 4-2 5-5 6-4 7-6 8-8 10-11 11-10 11-13 12-14 13-15 13-16 14-17 15-18 17-20 18-12 18-22 19-23 20-24 21-18 22-27 23-26 24-26 25-25 26-28 27-29 28-27 29-32 30-31 33-30 34-32
I have based the syntax basically on common sense , it should not be hard for anyone .	আমি মূলত সাধারণ জ্ঞানের উপর ভিত্তি করে বাক্যগঠন তৈরি করেছি , এটা কারো জন্য কঠিন হওয়া উচিত নয়।	0-0 1-9 2-4 2-5 2-8 4-7 5-1 6-6 7-2 8-3 9-10 10-11 11-16 14-14 15-13 16-12 16-17
I 've looked closely to maxima and maple 's syntax so they look very similar .	আমি ম্যাক্সিমা আর ম্যাপেলের সিনট্যাক্সের দিকে খুব ভালো করে তাকিয়েছি , তাই দেখতে অনেকটা একই রকম।	0-0 1-0 1-1 2-5 3-7 6-2 7-3 8-8 9-4 10-11 11-11 12-12 13-6 14-13 14-14 14-15 15-15
+ - * / : Addition , subtraction , multiplication and division .	+ - * / : যোগ বিয়োগ গুণ ও ভাগ।	0-0 1-1 2-2 3-3 4-4 7-5 7-6 9-7 10-8 12-9
^ , * * : Power , you can use them both .	^ , * * : শক্তি , আপনি উভয় ব্যবহার করতে পারেন।	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-10 9-9 10-10 11-8 12-11
Also it is possible to use the unicode² characters .	এছাড়াও ইউনিকোড ২ অক্ষর ব্যবহার করা সম্ভব।	0-0 1-0 2-1 3-6 4-5 5-4 6-5 7-6 8-3
Powers are one way to make roots too .	শক্তিও শিকড় তৈরির একটি উপায়।	0-0 1-1 2-1 3-1 4-2 5-2 6-4 7-4 8-4
-gt : It 's the way to specify the bounded variable in a function .	-জিটি : এটি একটি ফাংশনের মধ্যে সীমাবদ্ধ চলক নির্ধারণ করার উপায়।	0-0 1-1 2-2 3-2 5-9 6-9 7-8 8-5 9-6 10-7 12-3 13-4 14-10
( ) : It is used to specify a higher priority .	( ) : এটি উচ্চতর অগ্রাধিকার নির্ধারণ করতে ব্যবহৃত হয়।	0-0 1-1 2-2 3-3 4-3 5-8 6-7 7-6 9-4 10-5 11-9
abc ( params ) : When the parser finds a function , it checks if abc is an operator .	অ্যাবসি ( পরম ) : পার্সার যখন কোন ফাংশন খুঁজে পায় , এটি পরীক্ষা করে অ্যাবসি একটি অপারেটর কিনা।	0-0 1-1 2-0 2-2 3-3 4-4 5-6 7-5 8-9 9-7 10-8 10-10 11-11 12-12 13-13 14-18 15-15 17-16 18-17 19-18
If it is , it will be treated as an operator , if it is not , it will be treated as a user function .	এটি যদি হয় , তবে এটি একটি অপারেটর হিসাবে গণ্য হবে , যদি না হয় , এটি একটি ব্যবহারকারী ফাংশন হিসাবে গণ্য হবে।	0-1 1-0 2-2 3-3 4-5 5-10 6-10 7-9 8-8 9-6 10-7 11-11 12-12 14-14 15-13 16-15 17-16 20-21 21-20 22-17 23-18 24-19 25-22
: = : It is used to define a variable value .	: = : এটি একটি চলক মান নির্ধারণ করতে ব্যবহৃত হয়।	0-0 1-1 2-2 3-3 4-3 5-9 6-8 7-7 8-4 9-5 10-6 11-10
? : Piecewise condition definition .	: ক্ষুদ্র শর্ত সংজ্ঞা .	1-0 2-1 3-2 4-3 5-4
Piecewise is the way we can define conditional operations in kalgebra .	আংশিকভাবে আমরা ক্যালজেব্রাতে শর্তযুক্ত অপারেশনকে সংজ্ঞায়িত করতে পারি।	0-2 1-0 3-2 4-1 5-6 5-7 6-5 7-3 8-4
If we introduce the condition before the ? it will use this condition only if it is true , if it finds a ? without any condition , it will enter in the last instance .	যদি আমরা আগের অবস্থার সাথে পরিচয় করিয়ে দেই , তাহলে এই শর্তটি ব্যবহার করা হবে যদি এটি সত্য হয় , যদি এটি কোন শর্ত ছাড়াই পাওয়া যায় , এটি শেষ অবস্থায় প্রবেশ করবে।	0-0 1-1 2-7 4-3 5-2 9-14 10-12 11-10 12-11 13-15 14-15 15-16 16-18 17-17 18-19 19-15 19-20 20-16 20-21 21-20 22-25 24-22 25-22 26-23 26-24 27-27 28-26 28-28 29-32 30-31 33-29 34-30
{ } : MathML container .	{ / : গণিত ধারক।	0-0 1-0 2-2 3-3 3-4 4-4 5-4
It can be used to define a container .	এটি একটি কন্টেইনার সংজ্ঞায়িত করতে ব্যবহার করা যেতে পারে।	0-0 1-8 2-7 3-5 4-4 5-3 6-1 7-2 8-8
Mainly useful for working with piecewise .	মূলত টুকরা টুকরা দিয়ে কাজ করার জন্য প্রয়োজনীয়।	0-0 0-1 0-2 1-1 3-4 5-5 5-6 5-7 6-7
Now you could ask me , why should the user mind about MathML ?	এখন আপনি আমাকে জিজ্ঞেস করতে পারেন , ব্যবহারকারীর কেন গণিতএমএল নিয়ে মাথা ঘামানো উচিত ?	0-0 1-1 2-5 3-3 3-4 4-2 5-6 6-8 7-13 9-7 10-11 11-12 12-9 12-10 13-14
That 's easy . With this , we can operate with functions like cos ( ) , sin ( ) , any other trigonometric functions , sum ( ) or product ( ) .	এটা সহজ। এর মাধ্যমে আমরা কোস ( , পাপ ( , অন্য কোন ত্রিকোণমিতিক ফাংশন , যোগফল বা পণ্য ( ) এর মত ফাংশনের সাথে কাজ করতে পারি।	0-0 1-0 2-1 4-3 6-7 7-4 9-25 10-24 11-14 12-22 13-2 13-21 14-9 16-10 17-8 20-15 21-12 22-11 23-13 24-13 25-15 26-16 27-19 28-20 29-17 30-18 31-19 32-20 33-27
It does not matter what kind it is .	এটা কি ধরনের ব্যাপার না।	0-0 1-0 2-4 3-3 4-1 5-2 7-3 8-4
We can use plus ( ) , times ( ) and everything which has its operator .	আমরা ব্যবহার করতে পারি প্লাস ( , সময় ( ) এবং যার অপারেটর আছে তার সবকিছু।	0-0 1-2 1-3 2-1 3-4 4-5 6-6 7-7 8-8 9-9 10-10 11-15 12-11 13-13 14-14 15-12
kalgebra 's console is useful as a calculator .	ক্যালজেব্রার কনসোল ক্যালকুলেটর হিসাবে কার্যকর।	0-0 1-0 2-1 4-2 5-3 6-3 7-2 7-4 8-4
There you have a list of the declared variables .	এখানে আপনি ঘোষিত চলকের একটি তালিকা পাবেন।	0-0 1-1 2-1 3-4 4-5 5-3 6-3 7-2 8-3 9-6
By double clicking on them you will see a dialog that lets you change their values ( just a way to trick the log ) .	তাদের উপর ডবল ক্লিক করে আপনি একটি ডায়ালগ দেখবেন যা আপনাকে তাদের মান পরিবর্তন করতে সাহায্য করবে ( শুধুমাত্র লগটি চালাবার একটি উপায় ) ।	1-2 2-3 3-1 3-4 4-0 5-5 6-8 7-8 8-6 9-7 10-9 11-10 12-10 13-13 14-11 15-12 16-17 17-18 18-21 19-14 20-14 20-15 21-19 23-22 24-23 25-24
`` Every time you enter an expression , the `` '' ans `` '' variable value will be changed to the last result . ''	`` প্রত্যেকবার আপনি যখন কোন একটি অভিব্যক্তিতে প্রবেশ করেন , তখন `` '' এবং `` পরিবর্তনশীল মান '' সর্বশেষ ফলাফলে পরিবর্তন করা হবে। ''	0-0 1-1 2-1 2-3 3-2 4-7 5-4 5-5 6-6 7-9 8-8 9-11 10-12 11-11 12-11 13-12 14-15 15-16 16-22 17-21 18-20 19-21 21-18 22-19 23-23 24-23
Ctrl N New Window	নতুন উইন্ডোকে কেন্দ্র করে	0-1 1-1 2-0 2-2 3-3
Flushes the log .	লগ উড়িয়ে দাও .	0-0 0-1 1-1 2-0 2-2 3-3
Ctrl L Load Script	স্ক্রিপ্ট লোড করো	0-0 1-0 2-1 3-0 3-2
Executes the instructions in a file sequentially .	-র নির্দেশাবলী ধারাবাহিকভাবে ফাইলে কার্যকর করে।	0-0 1-0 2-1 3-2 4-2 5-3 6-2 6-4 7-5
Nice if you want to define some libraries or resume some previous work .	আপনি যদি কিছু লাইব্রেরি নির্ধারণ করতে চান অথবা পূর্বের কিছু কাজ পুনরায় শুরু করতে চান , তা হলে ভালো হবে।	0-18 1-1 1-17 2-0 3-5 3-6 4-5 5-4 6-2 6-9 7-3 8-7 9-12 9-13 10-9 11-8 12-10 13-19
Ctrl G Save Script	স্ক্রিপ্ট সংরক্ষণ করো	0-0 1-0 2-1 3-0 3-2
Saves the instructions you have typed since the session began to be able to reuse .	অধিবেশন আরম্ভ হওয়ার পর থেকে আপনার লেখা নির্দেশনা সংরক্ষণ করা হয়।	0-2 1-1 2-2 3-5 4-5 5-2 5-6 6-3 6-4 7-4 8-0 9-1 13-9 14-10 15-10
