d001.s010.t065	cancer	cancer	N	bn:00015180n	n/a
d001.s010.t066	that		X	n/a	ছড়িয়ে
d001.s010.t067	is	be	V	n/a	n/a
d001.s010.t068	not	not	R	bn:00116360r	n/a
d001.s010.t069	affecting	affect	V	bn:00082427v	n/a
d001.s010.t070	the		X	n/a	n/a
d001.s010.t071	squamous	squamous	J	n/a	পড়েছে
d001.s010.t072	cells	cell	N	bn:00017027n	n/a
d001.s010.t073	.		X	n/a	n/a
d001.s011.t001	Alimta	alimta	N	bn:00602447n	n/a
d001.s011.t002	is	be	V	n/a	।
d001.s011.t003	used	use	V	bn:00082705v	আলিমতা
d001.s011.t004	in		X	n/a	হয়
d001.s011.t005	combination	combination	N	bn:00020872n	করা
d001.s011.t006	with		X	n/a	n/a
d001.s011.t007	cisplatin	cisplatin	N	bn:00577781n	হয়নি
d001.s011.t008	in		X	n/a	সাথে
d001.s011.t009	patients	patient	N	bn:00061017n	সিস্প্লাটিনের
d001.s011.t010	who		X	n/a	মধ্যে
d001.s011.t011	have	have	V	n/a	রোগীদের
d001.s011.t012	not	not	R	bn:00116360r	এমন
d001.s011.t013	been	be	V	n/a	এমন
d001.s011.t014	treated	treat	V	bn:00084532v	এমন
d001.s011.t015	before		X	n/a	করা
d001.s011.t016	,		X	n/a	চিকিত্সা
d001.s011.t017	and		X	n/a	পূর্বে
d001.s011.t018	on		X	n/a	n/a
d001.s011.t019	its		X	n/a	এবং
d001.s011.t020	own	own	J	n/a	n/a
d001.s011.t021	in		X	n/a	এটি
d001.s011.t022	patients	patient	N	bn:00061017n	নিজেই
d001.s011.t023	who		X	n/a	n/a
d001.s011.t024	have	have	V	n/a	রোগীদের
d001.s011.t025	received	receive	V	bn:00087863v	এমন
d001.s011.t026	another		X	n/a	এমন
d001.s011.t027	type	type	N	bn:00078798n	পেয়েছে
d001.s011.t028	of		X	n/a	অন্য
d001.s011.t029	chemotherapy	chemotherapy	N	bn:00018141n	ধরনের
d001.s011.t030	in		X	n/a	মধ্যে
d001.s011.t031	the		X	n/a	কেমোথেরাপি
d001.s011.t032	past	past	N	bn:00060927n	পেয়েছে
d001.s011.t033	.		X	n/a	n/a
d001.s012.t001	The		X	n/a	অতীতে
d001.s012.t002	medicine	medicine	N	bn:00054128n	হয়।
d001.s012.t003	can		X	n/a	ওষুধটি
d001.s012.t004	only	only	R	bn:00116450r	ওষুধটি
d001.s012.t005	be	be	V	n/a	শুধুমাত্র
d001.s012.t006	obtained	obtain	V	bn:00082276v	শুধুমাত্র
d001.s012.t007	with		X	n/a	n/a
d001.s012.t008	a		X	n/a	n/a
d001.s012.t009	prescription	prescription	N	bn:00064195n	n/a
d001.s012.t010	.		X	n/a	একটি
d001.s013.t001	How		X	n/a	যায়।
d001.s013.t002	is	be	V	n/a	যায়।
d001.s013.t003	Alimta	alimta	N	bn:00602447n	কীভাবে
d001.s013.t004	used	use	V	bn:00082705v	n/a
d001.s013.t005	?		X	n/a	আলিমতা
d001.s014.t001	Alimta	alimta	N	bn:00602447n	হয়
d001.s014.t002	should		X	n/a	?
d001.s014.t003	only	only	R	bn:00116450r	অ্যান্টিক্যানসার
d001.s014.t004	be	be	V	n/a	অ্যান্টিক্যানসার
d001.s014.t005	given	give	V	bn:00088826v	অ্যান্টিক্যানসার
d001.s014.t006	under		X	n/a	উচিত।
d001.s014.t007	the		X	n/a	n/a
d001.s014.t008	supervision	supervision	N	bn:00059908n	n/a
d001.s014.t009	of		X	n/a	n/a
d001.s014.t010	a		X	n/a	তত্ত্বাবধানে
d001.s014.t011	doctor	doctor	N	bn:00027976n	n/a
d001.s014.t012	who		X	n/a	একজন
d001.s014.t013	is	be	V	n/a	ডাক্তারের
d001.s014.t014	qualified	qualify	V	n/a	একজন
d001.s014.t015	in		X	n/a	আলিমতা
d001.s014.t016	the		X	n/a	যোগ্যতাসম্পন্ন
d001.s014.t017	use	use	N	bn:00030627n	ব্যবহারে
d001.s014.t018	of		X	n/a	n/a
d001.s014.t019	anticancer	anticancer	J	bn:00097220a	ব্যবহারে
d001.s014.t020	chemotherapy	chemotherapy	N	bn:00018141n	n/a
d001.s014.t021	.		X	n/a	দেওয়া
d001.s015.t001	The		X	n/a	কেমোথেরাপি
d001.s015.t002	recommended	recommended	J	n/a	n/a
d001.s015.t003	dose	dose	N	bn:00028320n	সুপারিশকৃত
d001.s015.t004	of		X	n/a	সুপারিশকৃত
d001.s015.t005	Alimta	alimta	N	bn:00602447n	ডোজ
d001.s015.t006	is	be	V	n/a	n/a
d001.s015.t007	500		X	n/a	আলিমতার
d001.s015.t008	mg	mg	N	bn:00054701n	হয়
d001.s015.t009	per		X	n/a	৫০০
d001.s015.t010	square	square	J	n/a	মিলিগ্রাম
d001.s015.t011	metre	metre	N	bn:00052501n	প্রতি
d001.s015.t012	of		X	n/a	বর্গ
d001.s015.t013	body	body	N	bn:00011744n	মিটারে
d001.s015.t014	surface	surface	N	bn:00075374n	n/a
d001.s015.t015	area	area	N	bn:00005518n	n/a
d001.s015.t016	(		X	n/a	n/a
d001.s015.t017	calculated	calculate	V	bn:00084373v	n/a
d001.s015.t018	using	use	V	bn:00082705v	(
d001.s015.t019	the		X	n/a	করা
d001.s015.t020	patient	patient	N	bn:00061017n	করে
d001.s015.t021	s		X	n/a	n/a
d001.s015.t022	height	height	N	bn:00043545n	রোগীর
d001.s015.t023	and		X	n/a	n/a
d001.s015.t024	weight	weight	N	bn:00080831n	উচ্চতা
d001.s015.t025	)		X	n/a	ও
d001.s015.t026	.		X	n/a	ওজন
d001.s016.t001	It		X	n/a	)
d001.s016.t002	is	be	V	n/a	।
d001.s016.t003	given	give	V	bn:00088826v	এটা
d001.s016.t004	once	once	R	bn:00115811r	হয়
d001.s016.t005	every	every	J	bn:00102467a	দেওয়া
d001.s016.t006	three		X	n/a	একবার
d001.s016.t007	weeks	week	N	bn:00043484n	প্রতি
d001.s016.t008	as		X	n/a	তিন
d001.s016.t009	an		X	n/a	সপ্তাহে
d001.s016.t010	intravenous	intravenous	J	bn:00102230a	n/a
d001.s016.t011	infusion	infusion	N	bn:00046734n	যা
d001.s016.t012	lasting	last	V	bn:00087620v	প্রবেশ
d001.s016.t013	10		X	n/a	n/a
d001.s016.t014	minutes	minute	N	bn:00055094n	ধরে
d001.s016.t015	.		X	n/a	১০
d001.s017.t001	To		X	n/a	মিনিট
d001.s017.t002	reduce	reduce	V	bn:00084079v	করে।
d001.s017.t003	side	side	J	n/a	পার্শ্বপ্রতিক্রিয়া
d001.s017.t004	effects	effect	N	bn:00029874n	কমাতে
d001.s017.t005	,		X	n/a	পার্শ্বপ্রতিক্রিয়া
d001.s017.t006	patients	patient	N	bn:00061017n	পার্শ্বপ্রতিক্রিয়া
d001.s017.t007	should		X	n/a	n/a
d001.s017.t008	take	take	V	bn:00085689v	রোগীদের
d001.s017.t009	a		X	n/a	হবে
d001.s017.t010	corticosteroid	corticosteroid	N	bn:00001507n	n/a
d001.s017.t011	and		X	n/a	একটি
d001.s017.t012	folic	folic	J	n/a	কর্টিকোস্টেরয়েড
d001.s017.t013	acid	acid	N	bn:00000902n	এবং
d001.s017.t014	(		X	n/a	ফলিক
d001.s017.t015	a		X	n/a	এসিড
d001.s017.t016	type	type	N	bn:00078798n	(
d001.s017.t017	of		X	n/a	এক
d001.s017.t018	vitamin	vitamin	N	bn:00080147n	ধরণের
d001.s017.t019	)		X	n/a	ধরণের
d001.s017.t020	,		X	n/a	ভিটামিন
d001.s017.t021	and		X	n/a	)
d001.s017.t022	receive	receive	V	n/a	n/a
d001.s017.t023	injections	injection	N	bn:00046785n	এবং
d001.s017.t024	of		X	n/a	করতে
d001.s017.t025	vitamin	vitamin	N	bn:00080147n	নিতে
d001.s017.t026	B12	b12	N	n/a	n/a
d001.s017.t027	during		X	n/a	ভিটামিন
d001.s017.t028	treatment	treatment	N	bn:00047235n	বি১২
d001.s017.t029	with		X	n/a	n/a
d001.s017.t030	Alimta	alimta	N	bn:00602447n	n/a
d001.s017.t031	.		X	n/a	n/a
d001.s018.t001	When		X	n/a	n/a
d001.s018.t002	Alimta	alimta	N	bn:00602447n	হবে।
d001.s018.t003	is	be	V	n/a	হলে
d001.s018.t004	given	give	V	bn:00088826v	আলিমতা
d001.s018.t005	with		X	n/a	আলিমতা
d001.s018.t006	cisplatin	cisplatin	N	bn:00577781n	দেওয়া
d001.s018.t007	,		X	n/a	সাথে
d001.s018.t008	an		X	n/a	সিস্প্লাটিনের
d001.s018.t009	anti-emetic	anti-emetic	J	n/a	,
d001.s018.t010	medicine	medicine	N	bn:00054128n	একটি
d001.s018.t011	(		X	n/a	এন্টি-ইমেটিক
d001.s018.t012	to		X	n/a	ওষুধ
d001.s018.t013	prevent	prevent	V	bn:00088454v	(
d001.s018.t014	vomiting	vomit	V	bn:00083115v	জন্য
d001.s018.t015	)		X	n/a	প্রতিরোধ
d001.s018.t016	and		X	n/a	বমি
d001.s018.t017	fluids	fluid	N	bn:00035426n	)
d001.s018.t018	(		X	n/a	এবং
d001.s018.t019	to		X	n/a	তরল
d001.s018.t020	prevent	prevent	V	bn:00088454v	(
d001.s018.t021	dehydration	dehydration	N	bn:00025983n	জন্য
d001.s018.t022	)		X	n/a	প্রতিরোধ
d001.s018.t023	should		X	n/a	ডিহাইড্রেশন
d001.s018.t024	also	also	R	bn:00114246r	)
d001.s018.t025	be	be	V	n/a	উচিত।
d001.s018.t026	given	give	V	bn:00088826v	n/a
d001.s018.t027	before	before	R	bn:00114512r	n/a
d001.s018.t028	or		X	n/a	দেওয়া
d001.s018.t029	after	after	R	bn:00114165r	আগে
d001.s018.t030	the		X	n/a	বা
d001.s018.t031	cisplatin	cisplatin	N	bn:00577781n	পরে
d001.s018.t032	dose	dose	N	bn:00028320n	n/a
d001.s018.t033	.		X	n/a	সিস্প্লাটিন
d001.s019.t001	Treatment	treatment	N	bn:00047235n	ডোজের
d001.s019.t002	should		X	n/a	n/a
d001.s019.t003	be	be	V	n/a	যে-রোগীদের
d001.s019.t004	delayed	delay	V	bn:00086514v	উচিত
d001.s019.t005	or		X	n/a	উচিত
d001.s019.t006	discontinued	discontinue	V	bn:00083908v	বিলম্বিত
d001.s019.t007	,		X	n/a	অথবা
d001.s019.t008	or		X	n/a	বন্ধ
d001.s019.t009	the		X	n/a	n/a
d001.s019.t010	dose	dose	N	bn:00028320n	n/a
d001.s019.t011	reduced	reduce	V	bn:00084079v	n/a
d001.s019.t012	,		X	n/a	মাত্রা
d001.s019.t013	in		X	n/a	হ্রাস
d001.s019.t014	patients	patient	N	bn:00061017n	,
d001.s019.t015	whose		X	n/a	n/a
d001.s019.t016	blood	blood	N	bn:00011346n	পার্শ্বপ্রতিক্রিয়া
d001.s019.t017	counts	count	N	bn:00023139n	যাদের
d001.s019.t018	are	be	V	n/a	রক্ত
d001.s019.t019	abnormal	abnormal	J	bn:00096158a	গণনা
d001.s019.t020	or		X	n/a	n/a
d001.s019.t021	who		X	n/a	অস্বাভাবিক
d001.s019.t022	have	have	V	bn:00088745v	অথবা
d001.s019.t023	certain	certain	J	bn:00099474a	তাদের
d001.s019.t024	other	other	J	bn:00108011a	n/a
d001.s019.t025	side	side	J	n/a	কোনো
d001.s019.t026	effects	effect	N	bn:00029874n	অন্য
d001.s019.t027	.		X	n/a	n/a
d001.s020.t001	Alimta	alimta	N	bn:00602447n	n/a
d001.s020.t002	is	be	V	n/a	উচিত।
d001.s020.t003	not	not	R	bn:00116360r	আলিমতা
d001.s020.t004	recommended	recommend	V	bn:00082418v	হয়
d001.s020.t005	for		X	n/a	n/a
d001.s020.t006	use	use	N	bn:00030627n	সুপারিশ
d001.s020.t007	in		X	n/a	জন্য
d001.s020.t008	patients	patient	N	bn:00061017n	ব্যবহারের
d001.s020.t009	with		X	n/a	ক্ষেত্রে
d001.s020.t010	moderate	moderate	J	bn:00106826a	রোগীদের
d001.s020.t011	or		X	n/a	রোগীদের
d001.s020.t012	severe	severe	J	bn:00110473a	মাঝারি
d001.s020.t013	kidney	kidney	N	bn:00049083n	বা
d001.s020.t014	problems	problem	N	bn:00048242n	গুরুতর
d001.s020.t015	.		X	n/a	কিডনি
d001.s021.t001	For		X	n/a	সমস্যা
d001.s021.t002	more	more	J	bn:00106935a	না।
d001.s021.t003	information	information	N	bn:00025314n	জন্য
d001.s021.t004	,		X	n/a	আরও
d001.s021.t005	see	see	V	bn:00087787v	তথ্যের
d001.s021.t006	the		X	n/a	,
d001.s021.t007	Summary	summary	N	bn:00075142n	দেখুন
d001.s021.t008	of		X	n/a	n/a
d001.s021.t009	Product	product	N	bn:00064584n	সারসংক্ষেপ
d001.s021.t010	Characteristics	characteristics	N	n/a	n/a
d001.s021.t011	(		X	n/a	ক্যারেক্টারিস্টিকের
d001.s021.t012	also	also	R	bn:00114246r	ক্যারেক্টারিস্টিকের
d001.s021.t013	part	part	N	bn:00021395n	(
d001.s021.t014	of		X	n/a	দেখুন
d001.s021.t015	the		X	n/a	অংশও
d001.s021.t016	EPAR	epar	N	n/a	অংশও
d001.s021.t017	)		X	n/a	অংশও
d001.s021.t018	.		X	n/a	ইপারের
d001.s022.t001	How		X	n/a	)
d001.s022.t002	does	do	V	n/a	।
d001.s022.t003	Alimta	alimta	N	bn:00602447n	কিভাবে
d001.s022.t004	work	work	N	n/a	কিভাবে
d001.s022.t005	?		X	n/a	আলিমতা
d001.s023.t001	The		X	n/a	করে
d001.s023.t002	active	active	J	bn:00096387a	?
d001.s023.t003	substance	substance	N	bn:00074986n	এর
d001.s023.t004	in		X	n/a	সক্রিয়
d001.s023.t005	Alimta	alimta	N	bn:00602447n	পদার্থ
d001.s023.t006	,		X	n/a	n/a
d001.s023.t007	pemetrexed	pemetrexed	N	bn:00602447n	পেমিটারেক্সড
d001.s023.t008	,		X	n/a	,
d001.s023.t009	is	be	V	n/a	সক্রিয়
d001.s023.t010	a		X	n/a	n/a
d001.s023.t011	cytotoxic	cytotoxic	J	bn:00100866a	হল
d001.s023.t012	medicine	medicine	N	bn:00054128n	n/a
d001.s023.t013	(		X	n/a	সাইটোক্সিক
d001.s023.t014	a		X	n/a	ঔষধ
d001.s023.t015	medicine	medicine	N	bn:00054128n	(
d001.s023.t016	that		X	n/a	n/a
d001.s023.t017	kills	kill	V	bn:00090098v	ওষুধগুলি
d001.s023.t018	cells	cell	N	bn:00017027n	যে
d001.s023.t019	that		X	n/a	হত্যা
d001.s023.t020	are	be	V	n/a	কোষগুলিকে
d001.s023.t021	dividing	divide	V	bn:00087100v	n/a
d001.s023.t022	,		X	n/a	n/a
d001.s023.t023	such as	such as	R	n/a	বিভক্ত
d001.s023.t024	cancer	cancer	N	bn:00015180n	,
d001.s023.t025	cells	cell	N	bn:00017027n	যেমন
d001.s023.t026	)		X	n/a	যেমন
d001.s023.t027	,		X	n/a	ক্যান্সার
d001.s023.t028	which		X	n/a	কোষগুলিকে
d001.s023.t029	belongs	belong	V	bn:00083389v	)
d001.s023.t030	to		X	n/a	n/a
d001.s023.t031	the		X	n/a	যা
d001.s023.t032	group	group	N	bn:00018111n	n/a
d001.s023.t033	antimetabolites	antimetabolites	N	bn:00004691n	n/a
d001.s023.t034	.		X	n/a	n/a
d001.s024.t001	In		X	n/a	গ্রুপের
d001.s024.t002	the		X	n/a	অন্তর্গত।
d001.s024.t003	body	body	N	bn:00011744n	অন্তর্গত।
d001.s024.t004	,		X	n/a	n/a
d001.s024.t005	pemetrexed	pemetrexed	N	bn:00602447n	n/a
d001.s024.t006	is	be	V	n/a	শরীরে
