d001.s010.t059	advanced	advanced	J	bn:00096528a	এমন
d001.s010.t060	or		X	n/a	রোগীদের
d001.s010.t061	metastatic	metastatic	J	bn:00106664a	ক্ষেত্রে
d001.s010.t062	non-small	non-small	J	n/a	n/a
d001.s010.t063	cell	cell	N	bn:00017027n	উন্নত
d001.s010.t064	lung	lung	N	bn:00052341n	বা
d001.s010.t065	cancer	cancer	N	bn:00015180n	মেটাস্ট্যাটিক
d001.s010.t066	that		X	n/a	সেল
d001.s010.t067	is	be	V	n/a	ফুসফুসের
d001.s010.t068	not	not	R	bn:00116360r	n/a
d001.s010.t069	affecting	affect	V	bn:00082427v	n/a
d001.s010.t070	the		X	n/a	আগে
d001.s010.t071	squamous	squamous	J	n/a	n/a
d001.s010.t072	cells	cell	N	bn:00017027n	কেমোথেরাপি
d001.s010.t073	.		X	n/a	(ক্যান্সারের
d001.s011.t001	Alimta	alimta	N	bn:00602447n	গ্রহণ
d001.s011.t002	is	be	V	n/a	অ্যালিমটা
d001.s011.t003	used	use	V	bn:00082705v	এমন
d001.s011.t004	in		X	n/a	রোগীদের
d001.s011.t005	combination	combination	N	bn:00020872n	ক্ষেত্রে
d001.s011.t006	with		X	n/a	সিসপ্ল্যাটিনের
d001.s011.t007	cisplatin	cisplatin	N	bn:00577781n	সংমিশ্রণে
d001.s011.t008	in		X	n/a	ব্যবহার
d001.s011.t009	patients	patient	N	bn:00061017n	করা
d001.s011.t010	who		X	n/a	হয়
d001.s011.t011	have	have	V	n/a	n/a
d001.s011.t012	not	not	R	bn:00116360r	যাদের
d001.s011.t013	been	be	V	n/a	আগে
d001.s011.t014	treated	treat	V	bn:00084532v	চিকিৎসা
d001.s011.t015	before		X	n/a	n/a
d001.s011.t016	,		X	n/a	করা
d001.s011.t017	and		X	n/a	n/a
d001.s011.t018	on		X	n/a	হয়নি,
d001.s011.t019	its		X	n/a	n/a
d001.s011.t020	own	own	J	n/a	n/a
d001.s011.t021	in		X	n/a	n/a
d001.s011.t022	patients	patient	N	bn:00061017n	n/a
d001.s011.t023	who		X	n/a	এবং
d001.s011.t024	have	have	V	n/a	যারা
d001.s011.t025	received	receive	V	bn:00087863v	অতীতে
d001.s011.t026	another		X	n/a	n/a
d001.s011.t027	type	type	N	bn:00078798n	অন্য
d001.s011.t028	of		X	n/a	ধরনের
d001.s011.t029	chemotherapy	chemotherapy	N	bn:00018141n	n/a
d001.s011.t030	in		X	n/a	কেমোথেরাপি
d001.s011.t031	the		X	n/a	পেয়েছেন
d001.s011.t032	past	past	N	bn:00060927n	n/a
d001.s011.t033	.		X	n/a	ক্ষেত্রে
d001.s012.t001	The		X	n/a	নিজে
d001.s012.t002	medicine	medicine	N	bn:00054128n	ঔষধ
d001.s012.t003	can		X	n/a	একটি
d001.s012.t004	only	only	R	bn:00116450r	প্রেসক্রিপশন
d001.s012.t005	be	be	V	n/a	সঙ্গে
d001.s012.t006	obtained	obtain	V	bn:00082276v	করা
d001.s012.t007	with		X	n/a	যাবে
d001.s012.t008	a		X	n/a	.
d001.s012.t009	prescription	prescription	N	bn:00064195n	n/a
d001.s012.t010	.		X	n/a	.
d001.s013.t001	How		X	n/a	.
d001.s013.t002	is	be	V	n/a	Alimta
d001.s013.t003	Alimta	alimta	N	bn:00602447n	ব্যবহার
d001.s013.t004	used	use	V	bn:00082705v	হয়?
d001.s013.t005	?		X	n/a	হয়?
d001.s014.t001	Alimta	alimta	N	bn:00602447n	হয়?
d001.s014.t002	should		X	n/a	আলিমতা
d001.s014.t003	only	only	R	bn:00116450r	শুধুমাত্র
d001.s014.t004	be	be	V	n/a	একজন
d001.s014.t005	given	give	V	bn:00088826v	ডাক্তারের
d001.s014.t006	under		X	n/a	তত্ত্বাবধানে
d001.s014.t007	the		X	n/a	দেওয়া
d001.s014.t008	supervision	supervision	N	bn:00059908n	n/a
d001.s014.t009	of		X	n/a	উচিত
d001.s014.t010	a		X	n/a	n/a
d001.s014.t011	doctor	doctor	N	bn:00027976n	n/a
d001.s014.t012	who		X	n/a	যিনি
d001.s014.t013	is	be	V	n/a	ক্যানসার
d001.s014.t014	qualified	qualify	V	n/a	n/a
d001.s014.t015	in		X	n/a	কেমোথেরাপি
d001.s014.t016	the		X	n/a	ব্যবহারে
d001.s014.t017	use	use	N	bn:00030627n	n/a
d001.s014.t018	of		X	n/a	n/a
d001.s014.t019	anticancer	anticancer	J	bn:00097220a	n/a
d001.s014.t020	chemotherapy	chemotherapy	N	bn:00018141n	যোগ্য।
d001.s014.t021	.		X	n/a	যোগ্য।
d001.s015.t001	The		X	n/a	যোগ্য।
d001.s015.t002	recommended	recommended	J	n/a	n/a
d001.s015.t003	dose	dose	N	bn:00028320n	আলিমতার
d001.s015.t004	of		X	n/a	প্রস্তাবিত
d001.s015.t005	Alimta	alimta	N	bn:00602447n	ডোজ
d001.s015.t006	is	be	V	n/a	হল
d001.s015.t007	500		X	n/a	500
d001.s015.t008	mg	mg	N	bn:00054701n	মিলিগ্রাম
d001.s015.t009	per		X	n/a	প্রতি
d001.s015.t010	square	square	J	n/a	বর্গ
d001.s015.t011	metre	metre	N	bn:00052501n	মিটার
d001.s015.t012	of		X	n/a	শরীরের
d001.s015.t013	body	body	N	bn:00011744n	n/a
d001.s015.t014	surface	surface	N	bn:00075374n	পৃষ্ঠের
d001.s015.t015	area	area	N	bn:00005518n	(রোগীর
d001.s015.t016	(		X	n/a	n/a
d001.s015.t017	calculated	calculate	V	bn:00084373v	উচ্চতা
d001.s015.t018	using	use	V	bn:00082705v	ওজন
d001.s015.t019	the		X	n/a	করে
d001.s015.t020	patient	patient	N	bn:00061017n	গণনা
d001.s015.t021	s		X	n/a	n/a
d001.s015.t022	height	height	N	bn:00043545n	n/a
d001.s015.t023	and		X	n/a	করা
d001.s015.t024	weight	weight	N	bn:00080831n	হয়)।
d001.s015.t025	)		X	n/a	হয়)।
d001.s015.t026	.		X	n/a	হয়)।
d001.s016.t001	It		X	n/a	হয়)।
d001.s016.t002	is	be	V	n/a	এটি
d001.s016.t003	given	give	V	bn:00088826v	তিন
d001.s016.t004	once	once	R	bn:00115811r	সপ্তাহে
d001.s016.t005	every	every	J	bn:00102467a	একবার
d001.s016.t006	three		X	n/a	দেওয়া
d001.s016.t007	weeks	week	N	bn:00043484n	হয়
d001.s016.t008	as		X	n/a	শিরায়
d001.s016.t009	an		X	n/a	আধান
d001.s016.t010	intravenous	intravenous	J	bn:00102230a	হিসাবে
d001.s016.t011	infusion	infusion	N	bn:00046734n	মিনিট
d001.s016.t012	lasting	last	V	bn:00087620v	মিনিট
d001.s016.t013	10		X	n/a	মিনিট
d001.s016.t014	minutes	minute	N	bn:00055094n	মিনিট
d001.s016.t015	.		X	n/a	মিনিট
d001.s017.t001	To		X	n/a	মিনিট
d001.s017.t002	reduce	reduce	V	bn:00084079v	পার্শ্ব
d001.s017.t003	side	side	J	n/a	কমাতে,
d001.s017.t004	effects	effect	N	bn:00029874n	n/a
d001.s017.t005	,		X	n/a	n/a
d001.s017.t006	patients	patient	N	bn:00061017n	n/a
d001.s017.t007	should		X	n/a	কর্টিকোস্টেরয়েড
d001.s017.t008	take	take	V	bn:00085689v	এবং
d001.s017.t009	a		X	n/a	n/a
d001.s017.t010	corticosteroid	corticosteroid	N	bn:00001507n	n/a
d001.s017.t011	and		X	n/a	(এক
d001.s017.t012	folic	folic	J	n/a	ধরনের
d001.s017.t013	acid	acid	N	bn:00000902n	ভিটামিন)
d001.s017.t014	(		X	n/a	গ্রহণ
d001.s017.t015	a		X	n/a	করা
d001.s017.t016	type	type	N	bn:00078798n	n/a
d001.s017.t017	of		X	n/a	উচিত
d001.s017.t018	vitamin	vitamin	N	bn:00080147n	n/a
d001.s017.t019	)		X	n/a	এবং
d001.s017.t020	,		X	n/a	n/a
d001.s017.t021	and		X	n/a	n/a
d001.s017.t022	receive	receive	V	n/a	আলিমতার
d001.s017.t023	injections	injection	N	bn:00046785n	n/a
d001.s017.t024	of		X	n/a	n/a
d001.s017.t025	vitamin	vitamin	N	bn:00080147n	সাথে
d001.s017.t026	B12	b12	N	n/a	ভিটামিন
d001.s017.t027	during		X	n/a	বি
d001.s017.t028	treatment	treatment	N	bn:00047235n	12
d001.s017.t029	with		X	n/a	এর
d001.s017.t030	Alimta	alimta	N	bn:00602447n	ইনজেকশন
d001.s017.t031	.		X	n/a	গ্রহণ
d001.s018.t001	When		X	n/a	উচিত।
d001.s018.t002	Alimta	alimta	N	bn:00602447n	যখন
d001.s018.t003	is	be	V	n/a	সিসপ্ল্যাটিনের
d001.s018.t004	given	give	V	bn:00088826v	সাথে
d001.s018.t005	with		X	n/a	আলিমতা
d001.s018.t006	cisplatin	cisplatin	N	bn:00577781n	দেওয়া
d001.s018.t007	,		X	n/a	হয়,
d001.s018.t008	an		X	n/a	তখন
d001.s018.t009	anti-emetic	anti-emetic	J	n/a	অ্যান্টি-এমেটিক
d001.s018.t010	medicine	medicine	N	bn:00054128n	ওষুধ
d001.s018.t011	(		X	n/a	(বমি
d001.s018.t012	to		X	n/a	প্রতিরোধ
d001.s018.t013	prevent	prevent	V	bn:00088454v	করার
d001.s018.t014	vomiting	vomit	V	bn:00083115v	তরল
d001.s018.t015	)		X	n/a	(ডিহাইড্রেশন
d001.s018.t016	and		X	n/a	n/a
d001.s018.t017	fluids	fluid	N	bn:00035426n	করার
d001.s018.t018	(		X	n/a	n/a
d001.s018.t019	to		X	n/a	n/a
d001.s018.t020	prevent	prevent	V	bn:00088454v	জন্য)ও
d001.s018.t021	dehydration	dehydration	N	bn:00025983n	ডোজ
d001.s018.t022	)		X	n/a	দেওয়ার
d001.s018.t023	should		X	n/a	n/a
d001.s018.t024	also	also	R	bn:00114246r	n/a
d001.s018.t025	be	be	V	n/a	n/a
d001.s018.t026	given	give	V	bn:00088826v	n/a
d001.s018.t027	before	before	R	bn:00114512r	বা
d001.s018.t028	or		X	n/a	পরে
d001.s018.t029	after	after	R	bn:00114165r	উচিত।
d001.s018.t030	the		X	n/a	উচিত।
d001.s018.t031	cisplatin	cisplatin	N	bn:00577781n	n/a
d001.s018.t032	dose	dose	N	bn:00028320n	উচিত।
d001.s018.t033	.		X	n/a	উচিত।
d001.s019.t001	Treatment	treatment	N	bn:00047235n	উচিত।
d001.s019.t002	should		X	n/a	রক্তের
d001.s019.t003	be	be	V	n/a	সংখ্যা
d001.s019.t004	delayed	delay	V	bn:00086514v	অস্বাভাবিক
d001.s019.t005	or		X	n/a	যাদের
d001.s019.t006	discontinued	discontinue	V	bn:00083908v	কিছু
d001.s019.t007	,		X	n/a	অন্যান্য
d001.s019.t008	or		X	n/a	পার্শ্বপ্রতিক্রিয়া
d001.s019.t009	the		X	n/a	আছে
d001.s019.t010	dose	dose	N	bn:00028320n	n/a
d001.s019.t011	reduced	reduce	V	bn:00084079v	তাদের
d001.s019.t012	,		X	n/a	ক্ষেত্রে
d001.s019.t013	in		X	n/a	চিকিৎসা
d001.s019.t014	patients	patient	N	bn:00061017n	বা
d001.s019.t015	whose		X	n/a	বন্ধ
d001.s019.t016	blood	blood	N	bn:00011346n	n/a
d001.s019.t017	counts	count	N	bn:00023139n	করা
d001.s019.t018	are	be	V	n/a	উচিত
d001.s019.t019	abnormal	abnormal	J	bn:00096158a	বা
d001.s019.t020	or		X	n/a	ডোজ
d001.s019.t021	who		X	n/a	উচিত।
d001.s019.t022	have	have	V	bn:00088745v	উচিত।
d001.s019.t023	certain	certain	J	bn:00099474a	উচিত।
d001.s019.t024	other	other	J	bn:00108011a	উচিত।
d001.s019.t025	side	side	J	n/a	উচিত।
d001.s019.t026	effects	effect	N	bn:00029874n	উচিত।
d001.s019.t027	.		X	n/a	উচিত।
d001.s020.t001	Alimta	alimta	N	bn:00602447n	উচিত।
d001.s020.t002	is	be	V	n/a	মাঝারি
d001.s020.t003	not	not	R	bn:00116360r	বা
d001.s020.t004	recommended	recommend	V	bn:00082418v	গুরুতর
d001.s020.t005	for		X	n/a	সমস্যাযুক্ত
d001.s020.t006	use	use	N	bn:00030627n	রোগীদের
d001.s020.t007	in		X	n/a	ক্ষেত্রে
d001.s020.t008	patients	patient	N	bn:00061017n	Alimta
d001.s020.t009	with		X	n/a	ব্যবহার
d001.s020.t010	moderate	moderate	J	bn:00106826a	করার
d001.s020.t011	or		X	n/a	জন্য
d001.s020.t012	severe	severe	J	bn:00110473a	n/a
d001.s020.t013	kidney	kidney	N	bn:00049083n	n/a
d001.s020.t014	problems	problem	N	bn:00048242n	করা
d001.s020.t015	.		X	n/a	হয়
d001.s021.t001	For		X	n/a	না।
d001.s021.t002	more	more	J	bn:00106935a	আরও
d001.s021.t003	information	information	N	bn:00025314n	তথ্যের
d001.s021.t004	,		X	n/a	পণ্যের
d001.s021.t005	see	see	V	bn:00087787v	বৈশিষ্ট্যের
d001.s021.t006	the		X	n/a	n/a
d001.s021.t007	Summary	summary	N	bn:00075142n	n/a
d001.s021.t008	of		X	n/a	দেখুন
d001.s021.t009	Product	product	N	bn:00064584n	n/a
d001.s021.t010	Characteristics	characteristics	N	n/a	(এছাড়াও
d001.s021.t011	(		X	n/a	EPAR-এর
d001.s021.t012	also	also	R	bn:00114246r	অংশ)।
d001.s021.t013	part	part	N	bn:00021395n	অংশ)।
d001.s021.t014	of		X	n/a	অংশ)।
d001.s021.t015	the		X	n/a	অংশ)।
d001.s021.t016	EPAR	epar	N	n/a	অংশ)।
d001.s021.t017	)		X	n/a	অংশ)।
d001.s021.t018	.		X	n/a	অংশ)।
d001.s022.t001	How		X	n/a	অংশ)।
d001.s022.t002	does	do	V	n/a	আলিমতা
d001.s022.t003	Alimta	alimta	N	bn:00602447n	কিভাবে
d001.s022.t004	work	work	N	n/a	কাজ
d001.s022.t005	?		X	n/a	করে?
d001.s023.t001	The		X	n/a	করে?
d001.s023.t002	active	active	J	bn:00096387a	পেমেট্রেক্সড
d001.s023.t003	substance	substance	N	bn:00074986n	সক্রিয়
d001.s023.t004	in		X	n/a	পদার্থ
d001.s023.t005	Alimta	alimta	N	bn:00602447n	n/a
d001.s023.t006	,		X	n/a	n/a
d001.s023.t007	pemetrexed	pemetrexed	N	bn:00602447n	n/a
d001.s023.t008	,		X	n/a	হল
d001.s023.t009	is	be	V	n/a	n/a
d001.s023.t010	a		X	n/a	একটি
d001.s023.t011	cytotoxic	cytotoxic	J	bn:00100866a	সাইটোটক্সিক
d001.s023.t012	medicine	medicine	N	bn:00054128n	ওষুধ
d001.s023.t013	(		X	n/a	(একটি
d001.s023.t014	a		X	n/a	ওষুধ
d001.s023.t015	medicine	medicine	N	bn:00054128n	n/a
d001.s023.t016	that		X	n/a	বিভাজিত
d001.s023.t017	kills	kill	V	bn:00090098v	কোষগুলিকে
d001.s023.t018	cells	cell	N	bn:00017027n	হত্যা
d001.s023.t019	that		X	n/a	যেমন
d001.s023.t020	are	be	V	n/a	ক্যান্সার
d001.s023.t021	dividing	divide	V	bn:00087100v	n/a
d001.s023.t022	,		X	n/a	কোষ),
d001.s023.t023	such as	such as	R	n/a	অ্যান্টিমেটাবোলাইটস
d001.s023.t024	cancer	cancer	N	bn:00015180n	গ্রুপের
d001.s023.t025	cells	cell	N	bn:00017027n	অন্তর্গত।
d001.s023.t026	)		X	n/a	অন্তর্গত।
d001.s023.t027	,		X	n/a	অন্তর্গত।
d001.s023.t028	which		X	n/a	n/a
d001.s023.t029	belongs	belong	V	bn:00083389v	n/a
d001.s023.t030	to		X	n/a	অন্তর্গত।
d001.s023.t031	the		X	n/a	অন্তর্গত।
